series_id                     	year	period	       value	
LAUCT362911300000006          	2015	M06	       14307	
LAUCT363240200000003          	2010	M06	         7.6	
LAUCT363240200000003          	2011	M06	         7.1	
LAUCT363240200000003          	2012	M06	         8.2	
LAUCT363240200000003          	2013	M06	         6.4	
LAUCT363240200000003          	2014	M06	         5.3	
LAUCT363240200000003          	2015	M06	         5.1	
LAUCT363240200000004          	2010	M06	        1035	
LAUCT363240200000004          	2011	M06	         937	
LAUCT363240200000004          	2012	M06	        1108	
LAUCT363240200000004          	2013	M06	         873	
LAUCT363240200000004          	2014	M06	         700	
LAUCT363240200000004          	2015	M06	         686	
LAUCT363240200000005          	2010	M06	       12513	
LAUCT363240200000005          	2011	M06	       12305	
LAUCT363240200000005          	2012	M06	       12445	
LAUCT363240200000005          	2013	M06	       12697	
LAUCT363240200000005          	2014	M06	       12591	
LAUCT363240200000005          	2015	M06	       12892	
LAUCT363240200000006          	2010	M06	       13548	
LAUCT363240200000006          	2011	M06	       13242	
LAUCT363240200000006          	2012	M06	       13553	
LAUCT363240200000006          	2013	M06	       13570	
LAUCT363240200000006          	2014	M06	       13291	
LAUCT363240200000006          	2015	M06	       13578	
LAUCT363313900000003          	2010	M06	         8.4	
LAUCT363313900000003          	2011	M06	         8.3	
LAUCT363313900000003          	2012	M06	         9.0	
LAUCT363313900000003          	2013	M06	         7.9	
LAUCT363313900000003          	2014	M06	         6.1	
LAUCT363313900000003          	2015	M06	         5.3	
LAUCT363313900000004          	2010	M06	        2313	
LAUCT363313900000004          	2011	M06	        2235	
LAUCT363313900000004          	2012	M06	        2504	
LAUCT363313900000004          	2013	M06	        2242	
LAUCT363313900000004          	2014	M06	        1672	
LAUCT363313900000004          	2015	M06	        1471	
LAUCT363313900000005          	2010	M06	       25091	
LAUCT363313900000005          	2011	M06	       24726	
LAUCT363313900000005          	2012	M06	       25432	
LAUCT363313900000005          	2013	M06	       26257	
LAUCT363313900000005          	2014	M06	       25941	
LAUCT363313900000005          	2015	M06	       26486	
LAUCT363313900000006          	2010	M06	       27404	
LAUCT363313900000006          	2011	M06	       26961	
LAUCT363313900000006          	2012	M06	       27936	
LAUCT363313900000006          	2013	M06	       28499	
LAUCT363313900000006          	2014	M06	       27613	
LAUCT363313900000006          	2015	M06	       27957	
LAUCT363807700000003          	2010	M06	         8.1	
LAUCT363807700000003          	2011	M06	         7.7	
LAUCT363807700000003          	2012	M06	         8.2	
LAUCT363807700000003          	2013	M06	         7.0	
LAUCT363807700000003          	2014	M06	         5.4	
LAUCT363807700000003          	2015	M06	         6.0	
LAUCT363807700000004          	2010	M06	        1139	
LAUCT363807700000004          	2011	M06	        1063	
LAUCT363807700000004          	2012	M06	        1149	
LAUCT363807700000004          	2013	M06	         980	
LAUCT363807700000004          	2014	M06	         745	
LAUCT363807700000004          	2015	M06	         795	
LAUCT363807700000005          	2010	M06	       12979	
LAUCT363807700000005          	2011	M06	       12671	
LAUCT363807700000005          	2012	M06	       12801	
LAUCT363807700000005          	2013	M06	       13096	
LAUCT363807700000005          	2014	M06	       13158	
LAUCT363807700000005          	2015	M06	       12357	
LAUCT363807700000006          	2010	M06	       14118	
LAUCT363807700000006          	2011	M06	       13734	
LAUCT363807700000006          	2012	M06	       13950	
LAUCT363807700000006          	2013	M06	       14076	
LAUCT363807700000006          	2014	M06	       13903	
LAUCT363807700000006          	2015	M06	       13152	
LAUCT363826400000003          	2010	M06	        10.2	
LAUCT363826400000003          	2011	M06	         8.8	
LAUCT363826400000003          	2012	M06	         9.8	
LAUCT363826400000003          	2013	M06	         8.5	
LAUCT363826400000003          	2014	M06	         7.9	
LAUCT363826400000003          	2015	M06	         5.8	
LAUCT363826400000004          	2010	M06	        1443	
LAUCT363826400000004          	2011	M06	        1175	
LAUCT363826400000004          	2012	M06	        1335	
LAUCT363826400000004          	2013	M06	        1134	
LAUCT363826400000004          	2014	M06	        1009	
LAUCT363826400000004          	2015	M06	         724	
LAUCT363826400000005          	2010	M06	       12686	
LAUCT363826400000005          	2011	M06	       12148	
LAUCT363826400000005          	2012	M06	       12280	
LAUCT363826400000005          	2013	M06	       12145	
LAUCT363826400000005          	2014	M06	       11715	
LAUCT363826400000005          	2015	M06	       11710	
LAUCT363826400000006          	2010	M06	       14129	
LAUCT363826400000006          	2011	M06	       13323	
LAUCT363826400000006          	2012	M06	       13615	
LAUCT363826400000006          	2013	M06	       13279	
LAUCT363826400000006          	2014	M06	       12724	
LAUCT363826400000006          	2015	M06	       12434	
LAUCT364255400000003          	2010	M06	         8.2	
LAUCT364255400000003          	2011	M06	         7.7	
LAUCT364255400000003          	2012	M06	         8.2	
LAUCT364255400000003          	2013	M06	         7.1	
LAUCT364255400000003          	2014	M06	         5.3	
LAUCT364255400000003          	2015	M06	         4.7	
LAUCT364255400000004          	2010	M06	        1294	
LAUCT364255400000004          	2011	M06	        1195	
LAUCT364255400000004          	2012	M06	        1289	
LAUCT364255400000004          	2013	M06	        1126	
LAUCT364255400000004          	2014	M06	         824	
LAUCT364255400000004          	2015	M06	         740	
LAUCT364255400000005          	2010	M06	       14482	
LAUCT364255400000005          	2011	M06	       14258	
LAUCT364255400000005          	2012	M06	       14414	
LAUCT364255400000005          	2013	M06	       14770	
LAUCT364255400000005          	2014	M06	       14580	
LAUCT364255400000005          	2015	M06	       14870	
LAUCT364255400000006          	2010	M06	       15776	
LAUCT364255400000006          	2011	M06	       15453	
LAUCT364255400000006          	2012	M06	       15703	
LAUCT364255400000006          	2013	M06	       15896	
LAUCT364255400000006          	2014	M06	       15404	
LAUCT364255400000006          	2015	M06	       15610	
LAUCT364308200000003          	2010	M06	         9.5	
LAUCT364308200000003          	2011	M06	         9.3	
LAUCT364308200000003          	2012	M06	         9.4	
LAUCT364308200000003          	2013	M06	         9.0	
LAUCT364308200000003          	2014	M06	         7.1	
LAUCT364308200000003          	2015	M06	         5.7	
LAUCT364308200000004          	2010	M06	         968	
LAUCT364308200000004          	2011	M06	         926	
LAUCT364308200000004          	2012	M06	         937	
LAUCT364308200000004          	2013	M06	         905	
LAUCT364308200000004          	2014	M06	         681	
LAUCT364308200000004          	2015	M06	         538	
LAUCT364308200000005          	2010	M06	        9263	
LAUCT364308200000005          	2011	M06	        9022	
LAUCT364308200000005          	2012	M06	        9052	
LAUCT364308200000005          	2013	M06	        9130	
LAUCT364308200000005          	2014	M06	        8928	
LAUCT364308200000005          	2015	M06	        8971	
LAUCT364308200000006          	2010	M06	       10231	
LAUCT364308200000006          	2011	M06	        9948	
LAUCT364308200000006          	2012	M06	        9989	
LAUCT364308200000006          	2013	M06	       10035	
LAUCT364308200000006          	2014	M06	        9609	
LAUCT364308200000006          	2015	M06	        9509	
LAUCT364333500000003          	2010	M06	         7.0	
LAUCT364333500000003          	2011	M06	         6.6	
LAUCT364333500000003          	2012	M06	         6.5	
LAUCT364333500000003          	2013	M06	         6.2	
LAUCT364333500000003          	2014	M06	         4.7	
LAUCT364333500000003          	2015	M06	         4.3	
LAUCT364333500000004          	2010	M06	        1386	
LAUCT364333500000004          	2011	M06	        1302	
LAUCT364333500000004          	2012	M06	        1298	
LAUCT364333500000004          	2013	M06	        1249	
LAUCT364333500000004          	2014	M06	         933	
LAUCT364333500000004          	2015	M06	         864	
LAUCT364333500000005          	2010	M06	       18527	
LAUCT364333500000005          	2011	M06	       18284	
LAUCT364333500000005          	2012	M06	       18558	
LAUCT364333500000005          	2013	M06	       19028	
LAUCT364333500000005          	2014	M06	       18806	
LAUCT364333500000005          	2015	M06	       19129	
LAUCT364333500000006          	2010	M06	       19913	
LAUCT364333500000006          	2011	M06	       19586	
LAUCT364333500000006          	2012	M06	       19856	
LAUCT364333500000006          	2013	M06	       20277	
LAUCT364333500000006          	2014	M06	       19739	
LAUCT364333500000006          	2015	M06	       19993	
LAUCT364704200000003          	2010	M06	         8.6	
LAUCT364704200000003          	2011	M06	         8.5	
LAUCT364704200000003          	2012	M06	         8.9	
LAUCT364704200000003          	2013	M06	         7.8	
LAUCT364704200000003          	2014	M06	         5.6	
LAUCT364704200000003          	2015	M06	         5.6	
LAUCT364704200000004          	2010	M06	        1247	
LAUCT364704200000004          	2011	M06	        1194	
LAUCT364704200000004          	2012	M06	        1255	
LAUCT364704200000004          	2013	M06	        1091	
LAUCT364704200000004          	2014	M06	         763	
LAUCT364704200000004          	2015	M06	         774	
LAUCT364704200000005          	2010	M06	       13171	
LAUCT364704200000005          	2011	M06	       12816	
LAUCT364704200000005          	2012	M06	       12807	
LAUCT364704200000005          	2013	M06	       12941	
LAUCT364704200000005          	2014	M06	       12785	
LAUCT364704200000005          	2015	M06	       13088	
LAUCT364704200000006          	2010	M06	       14418	
LAUCT364704200000006          	2011	M06	       14010	
LAUCT364704200000006          	2012	M06	       14062	
LAUCT364704200000006          	2013	M06	       14032	
LAUCT364704200000006          	2014	M06	       13548	
LAUCT364704200000006          	2015	M06	       13862	
LAUCT364912100000003          	2010	M06	         9.3	
LAUCT364912100000003          	2011	M06	         9.4	
LAUCT364912100000003          	2012	M06	         9.6	
LAUCT364912100000003          	2013	M06	         8.6	
LAUCT364912100000003          	2014	M06	         7.1	
LAUCT364912100000003          	2015	M06	         6.1	
LAUCT364912100000004          	2010	M06	        3188	
LAUCT364912100000004          	2011	M06	        3180	
LAUCT364912100000004          	2012	M06	        3252	
LAUCT364912100000004          	2013	M06	        2934	
LAUCT364912100000004          	2014	M06	        2382	
LAUCT364912100000004          	2015	M06	        2044	
LAUCT364912100000005          	2010	M06	       31052	
LAUCT364912100000005          	2011	M06	       30514	
LAUCT364912100000005          	2012	M06	       30762	
LAUCT364912100000005          	2013	M06	       31347	
LAUCT364912100000005          	2014	M06	       31031	
LAUCT364912100000005          	2015	M06	       31629	
LAUCT364912100000006          	2010	M06	       34240	
LAUCT364912100000006          	2011	M06	       33694	
LAUCT364912100000006          	2012	M06	       34014	
LAUCT364912100000006          	2013	M06	       34281	
LAUCT364912100000006          	2014	M06	       33413	
LAUCT364912100000006          	2015	M06	       33673	
LAUCT365003400000003          	2010	M06	        10.1	
LAUCT365003400000003          	2011	M06	         9.8	
LAUCT365003400000003          	2012	M06	        11.0	
LAUCT365003400000003          	2013	M06	         9.7	
LAUCT365003400000003          	2014	M06	         7.3	
LAUCT365003400000003          	2015	M06	         6.8	
LAUCT365003400000004          	2010	M06	        1320	
LAUCT365003400000004          	2011	M06	        1257	
LAUCT365003400000004          	2012	M06	        1412	
LAUCT365003400000004          	2013	M06	        1246	
LAUCT365003400000004          	2014	M06	         896	
LAUCT365003400000004          	2015	M06	         851	
LAUCT365003400000005          	2010	M06	       11810	
LAUCT365003400000005          	2011	M06	       11506	
LAUCT365003400000005          	2012	M06	       11470	
LAUCT365003400000005          	2013	M06	       11575	
LAUCT365003400000005          	2014	M06	       11409	
LAUCT365003400000005          	2015	M06	       11616	
LAUCT365003400000006          	2010	M06	       13130	
LAUCT365003400000006          	2011	M06	       12763	
LAUCT365003400000006          	2012	M06	       12882	
LAUCT365003400000006          	2013	M06	       12821	
LAUCT365003400000006          	2014	M06	       12305	
LAUCT365003400000006          	2015	M06	       12467	
LAUCT365061700000003          	2010	M06	         7.5	
LAUCT365061700000003          	2011	M06	         7.6	
LAUCT365061700000003          	2012	M06	         8.0	
LAUCT365061700000003          	2013	M06	         6.5	
LAUCT365061700000003          	2014	M06	         5.2	
LAUCT365061700000003          	2015	M06	         4.9	
LAUCT365061700000004          	2010	M06	        2950	
LAUCT365061700000004          	2011	M06	        2947	
LAUCT365061700000004          	2012	M06	        3143	
LAUCT365061700000004          	2013	M06	        2602	
LAUCT365061700000004          	2014	M06	        2011	
LAUCT365061700000004          	2015	M06	        1936	
LAUCT365061700000005          	2010	M06	       36252	
LAUCT365061700000005          	2011	M06	       35680	
LAUCT365061700000005          	2012	M06	       36217	
LAUCT365061700000005          	2013	M06	       37206	
LAUCT365061700000005          	2014	M06	       36793	
LAUCT365061700000005          	2015	M06	       37509	
LAUCT365061700000006          	2010	M06	       39202	
LAUCT365061700000006          	2011	M06	       38627	
LAUCT365061700000006          	2012	M06	       39360	
LAUCT365061700000006          	2013	M06	       39808	
LAUCT365061700000006          	2014	M06	       38804	
LAUCT365061700000006          	2015	M06	       39445	
LAUCT365100000000003          	2010	M06	         9.4	
LAUCT365100000000003          	2011	M06	         9.1	
LAUCT365100000000003          	2012	M06	         9.7	
LAUCT365100000000003          	2013	M06	         9.1	
LAUCT365100000000003          	2014	M06	         7.2	
LAUCT365100000000003          	2015	M06	         5.6	
LAUCT365100000000004          	2010	M06	      368380	
LAUCT365100000000004          	2011	M06	      357085	
LAUCT365100000000004          	2012	M06	      389418	
LAUCT365100000000004          	2013	M06	      373815	
LAUCT365100000000004          	2014	M06	      294385	
LAUCT365100000000004          	2015	M06	      229522	
LAUCT365100000000005          	2010	M06	     3571120	
LAUCT365100000000005          	2011	M06	     3581646	
LAUCT365100000000005          	2012	M06	     3638104	
LAUCT365100000000005          	2013	M06	     3715415	
LAUCT365100000000005          	2014	M06	     3785231	
LAUCT365100000000005          	2015	M06	     3867520	
LAUCT365100000000006          	2010	M06	     3939500	
LAUCT365100000000006          	2011	M06	     3938731	
LAUCT365100000000006          	2012	M06	     4027522	
LAUCT365100000000006          	2013	M06	     4089230	
LAUCT365100000000006          	2014	M06	     4079616	
LAUCT365100000000006          	2015	M06	     4097042	
LAUCT365105500000003          	2010	M06	        11.8	
LAUCT365105500000003          	2011	M06	        10.9	
LAUCT365105500000003          	2012	M06	        11.7	
LAUCT365105500000003          	2013	M06	        10.3	
LAUCT365105500000003          	2014	M06	         8.2	
LAUCT365105500000003          	2015	M06	         7.5	
LAUCT365105500000004          	2010	M06	        2787	
LAUCT365105500000004          	2011	M06	        2482	
LAUCT365105500000004          	2012	M06	        2697	
LAUCT365105500000004          	2013	M06	        2368	
LAUCT365105500000004          	2014	M06	        1805	
LAUCT365105500000004          	2015	M06	        1635	
LAUCT365105500000005          	2010	M06	       20813	
LAUCT365105500000005          	2011	M06	       20294	
LAUCT365105500000005          	2012	M06	       20352	
LAUCT365105500000005          	2013	M06	       20516	
LAUCT365105500000005          	2014	M06	       20085	
LAUCT365105500000005          	2015	M06	       20172	
LAUCT365105500000006          	2010	M06	       23600	
LAUCT365105500000006          	2011	M06	       22776	
LAUCT365105500000006          	2012	M06	       23049	
LAUCT365105500000006          	2013	M06	       22884	
LAUCT365105500000006          	2014	M06	       21890	
LAUCT365105500000006          	2015	M06	       21807	
LAUCT365368200000003          	2010	M06	         8.3	
LAUCT365368200000003          	2011	M06	         8.4	
LAUCT365368200000003          	2012	M06	         8.5	
LAUCT365368200000003          	2013	M06	         7.9	
LAUCT365368200000003          	2014	M06	         6.3	
LAUCT365368200000003          	2015	M06	         5.2	
LAUCT365368200000004          	2010	M06	        1421	
LAUCT365368200000004          	2011	M06	        1389	
LAUCT365368200000004          	2012	M06	        1427	
LAUCT365368200000004          	2013	M06	        1315	
LAUCT365368200000004          	2014	M06	        1019	
LAUCT365368200000004          	2015	M06	         828	
LAUCT365368200000005          	2010	M06	       15623	
LAUCT365368200000005          	2011	M06	       15245	
LAUCT365368200000005          	2012	M06	       15276	
LAUCT365368200000005          	2013	M06	       15389	
LAUCT365368200000005          	2014	M06	       15058	
LAUCT365368200000005          	2015	M06	       15146	
LAUCT365368200000006          	2010	M06	       17044	
LAUCT365368200000006          	2011	M06	       16634	
LAUCT365368200000006          	2012	M06	       16703	
LAUCT365368200000006          	2013	M06	       16704	
LAUCT365368200000006          	2014	M06	       16077	
LAUCT365368200000006          	2015	M06	       15974	
LAUCT365553000000003          	2010	M06	         6.1	
LAUCT365553000000003          	2011	M06	         6.0	
LAUCT365553000000003          	2012	M06	         7.0	
LAUCT365553000000003          	2013	M06	         5.2	
LAUCT365553000000003          	2014	M06	         4.5	
LAUCT365553000000003          	2015	M06	         3.6	
LAUCT365553000000004          	2010	M06	         817	
LAUCT365553000000004          	2011	M06	         801	
LAUCT365553000000004          	2012	M06	         950	
LAUCT365553000000004          	2013	M06	         707	
LAUCT365553000000004          	2014	M06	         592	
LAUCT365553000000004          	2015	M06	         476	
LAUCT365553000000005          	2010	M06	       12669	
LAUCT365553000000005          	2011	M06	       12461	
LAUCT365553000000005          	2012	M06	       12531	
LAUCT365553000000005          	2013	M06	       12775	
LAUCT365553000000005          	2014	M06	       12591	
LAUCT365553000000005          	2015	M06	       12843	
LAUCT365553000000006          	2010	M06	       13486	
LAUCT365553000000006          	2011	M06	       13262	
LAUCT365553000000006          	2012	M06	       13481	
LAUCT365553000000006          	2013	M06	       13482	
LAUCT365553000000006          	2014	M06	       13183	
LAUCT365553000000006          	2015	M06	       13319	
LAUCT365922300000003          	2010	M06	         5.1	
LAUCT365922300000003          	2011	M06	         5.7	
LAUCT365922300000003          	2012	M06	         5.8	
LAUCT365922300000003          	2013	M06	         4.8	
LAUCT365922300000003          	2014	M06	         3.7	
LAUCT365922300000003          	2015	M06	         3.7	
LAUCT365922300000004          	2010	M06	         856	
LAUCT365922300000004          	2011	M06	         940	
LAUCT365922300000004          	2012	M06	         970	
LAUCT365922300000004          	2013	M06	         815	
LAUCT365922300000004          	2014	M06	         604	
LAUCT365922300000004          	2015	M06	         626	
LAUCT365922300000005          	2010	M06	       15887	
LAUCT365922300000005          	2011	M06	       15616	
LAUCT365922300000005          	2012	M06	       15748	
LAUCT365922300000005          	2013	M06	       16058	
LAUCT365922300000005          	2014	M06	       15902	
LAUCT365922300000005          	2015	M06	       16222	
LAUCT365922300000006          	2010	M06	       16743	
LAUCT365922300000006          	2011	M06	       16556	
LAUCT365922300000006          	2012	M06	       16718	
LAUCT365922300000006          	2013	M06	       16873	
LAUCT365922300000006          	2014	M06	       16506	
LAUCT365922300000006          	2015	M06	       16848	
LAUCT365964100000003          	2010	M06	         9.1	
LAUCT365964100000003          	2011	M06	         9.7	
LAUCT365964100000003          	2012	M06	        10.0	
LAUCT365964100000003          	2013	M06	         8.2	
LAUCT365964100000003          	2014	M06	         7.2	
LAUCT365964100000003          	2015	M06	         5.9	
LAUCT365964100000004          	2010	M06	        1310	
LAUCT365964100000004          	2011	M06	        1354	
LAUCT365964100000004          	2012	M06	        1399	
LAUCT365964100000004          	2013	M06	        1148	
LAUCT365964100000004          	2014	M06	         973	
LAUCT365964100000004          	2015	M06	         806	
LAUCT365964100000005          	2010	M06	       13024	
LAUCT365964100000005          	2011	M06	       12602	
LAUCT365964100000005          	2012	M06	       12632	
LAUCT365964100000005          	2013	M06	       12788	
LAUCT365964100000005          	2014	M06	       12595	
LAUCT365964100000005          	2015	M06	       12763	
LAUCT365964100000006          	2010	M06	       14334	
LAUCT365964100000006          	2011	M06	       13956	
LAUCT365964100000006          	2012	M06	       14031	
LAUCT365964100000006          	2013	M06	       13936	
LAUCT365964100000006          	2014	M06	       13568	
LAUCT365964100000006          	2015	M06	       13569	
LAUCT366300000000003          	2010	M06	        10.8	
LAUCT366300000000003          	2011	M06	        10.6	
LAUCT366300000000003          	2012	M06	        11.3	
LAUCT366300000000003          	2013	M06	         9.7	
LAUCT366300000000003          	2014	M06	         8.1	
LAUCT366300000000003          	2015	M06	         7.0	
LAUCT366300000000004          	2010	M06	       10555	
LAUCT366300000000004          	2011	M06	       10175	
LAUCT366300000000004          	2012	M06	       10966	
LAUCT366300000000004          	2013	M06	        9373	
LAUCT366300000000004          	2014	M06	        7503	
LAUCT366300000000004          	2015	M06	        6451	
LAUCT366300000000005          	2010	M06	       87069	
LAUCT366300000000005          	2011	M06	       85564	
LAUCT366300000000005          	2012	M06	       86159	
LAUCT366300000000005          	2013	M06	       87040	
LAUCT366300000000005          	2014	M06	       85270	
LAUCT366300000000005          	2015	M06	       86066	
LAUCT366300000000006          	2010	M06	       97624	
LAUCT366300000000006          	2011	M06	       95739	
LAUCT366300000000006          	2012	M06	       97125	
LAUCT366300000000006          	2013	M06	       96413	
LAUCT366300000000006          	2014	M06	       92773	
LAUCT366300000000006          	2015	M06	       92517	
LAUCT366326400000003          	2010	M06	         6.4	
LAUCT366326400000003          	2011	M06	         5.8	
LAUCT366326400000003          	2012	M06	         6.7	
LAUCT366326400000003          	2013	M06	         6.2	
LAUCT366326400000003          	2014	M06	         4.5	
LAUCT366326400000003          	2015	M06	         4.2	
LAUCT366326400000004          	2010	M06	         783	
LAUCT366326400000004          	2011	M06	         699	
LAUCT366326400000004          	2012	M06	         822	
LAUCT366326400000004          	2013	M06	         771	
LAUCT366326400000004          	2014	M06	         547	
LAUCT366326400000004          	2015	M06	         519	
LAUCT366326400000005          	2010	M06	       11430	
LAUCT366326400000005          	2011	M06	       11256	
LAUCT366326400000005          	2012	M06	       11411	
LAUCT366326400000005          	2013	M06	       11687	
LAUCT366326400000005          	2014	M06	       11550	
LAUCT366326400000005          	2015	M06	       11794	
LAUCT366326400000006          	2010	M06	       12213	
LAUCT366326400000006          	2011	M06	       11955	
LAUCT366326400000006          	2012	M06	       12233	
LAUCT366326400000006          	2013	M06	       12458	
LAUCT366326400000006          	2014	M06	       12097	
LAUCT366326400000006          	2015	M06	       12313	
LAUCT366341800000003          	2010	M06	         7.7	
LAUCT366341800000003          	2011	M06	         8.8	
LAUCT366341800000003          	2012	M06	         9.0	
LAUCT366341800000003          	2013	M06	         8.2	
LAUCT366341800000003          	2014	M06	         6.0	
LAUCT366341800000003          	2015	M06	         5.5	
LAUCT366341800000004          	2010	M06	        1187	
LAUCT366341800000004          	2011	M06	        1316	
LAUCT366341800000004          	2012	M06	        1323	
LAUCT366341800000004          	2013	M06	        1184	
LAUCT366341800000004          	2014	M06	         830	
LAUCT366341800000004          	2015	M06	         755	
LAUCT366341800000005          	2010	M06	       14250	
LAUCT366341800000005          	2011	M06	       13579	
LAUCT366341800000005          	2012	M06	       13367	
LAUCT366341800000005          	2013	M06	       13333	
LAUCT366341800000005          	2014	M06	       12936	
LAUCT366341800000005          	2015	M06	       12929	
LAUCT366341800000006          	2010	M06	       15437	
LAUCT366341800000006          	2011	M06	       14895	
LAUCT366341800000006          	2012	M06	       14690	
LAUCT366341800000006          	2013	M06	       14517	
LAUCT366341800000006          	2014	M06	       13766	
LAUCT366341800000006          	2015	M06	       13684	
LAUCT366525500000003          	2010	M06	         6.6	
LAUCT366525500000003          	2011	M06	         6.9	
LAUCT366525500000003          	2012	M06	         7.1	
LAUCT366525500000003          	2013	M06	         5.9	
LAUCT366525500000003          	2014	M06	         4.6	
LAUCT366525500000003          	2015	M06	         4.4	
LAUCT366525500000004          	2010	M06	         925	
LAUCT366525500000004          	2011	M06	         930	
LAUCT366525500000004          	2012	M06	         992	
LAUCT366525500000004          	2013	M06	         842	
LAUCT366525500000004          	2014	M06	         640	
LAUCT366525500000004          	2015	M06	         615	
LAUCT366525500000005          	2010	M06	       13043	
LAUCT366525500000005          	2011	M06	       12630	
LAUCT366525500000005          	2012	M06	       12988	
LAUCT366525500000005          	2013	M06	       13363	
LAUCT366525500000005          	2014	M06	       13163	
LAUCT366525500000005          	2015	M06	       13462	
LAUCT366525500000006          	2010	M06	       13968	
LAUCT366525500000006          	2011	M06	       13560	
LAUCT366525500000006          	2012	M06	       13980	
LAUCT366525500000006          	2013	M06	       14205	
LAUCT366525500000006          	2014	M06	       13803	
LAUCT366525500000006          	2015	M06	       14077	
LAUCT366550800000003          	2010	M06	         9.4	
LAUCT366550800000003          	2011	M06	         9.5	
LAUCT366550800000003          	2012	M06	        10.1	
LAUCT366550800000003          	2013	M06	         8.5	
LAUCT366550800000003          	2014	M06	         6.5	
LAUCT366550800000003          	2015	M06	         6.0	
LAUCT366550800000004          	2010	M06	        3031	
LAUCT366550800000004          	2011	M06	        2955	
LAUCT366550800000004          	2012	M06	        3230	
LAUCT366550800000004          	2013	M06	        2723	
LAUCT366550800000004          	2014	M06	        1989	
LAUCT366550800000004          	2015	M06	        1828	
LAUCT366550800000005          	2010	M06	       29383	
LAUCT366550800000005          	2011	M06	       28300	
LAUCT366550800000005          	2012	M06	       28760	
LAUCT366550800000005          	2013	M06	       29219	
LAUCT366550800000005          	2014	M06	       28686	
LAUCT366550800000005          	2015	M06	       28683	
LAUCT366550800000006          	2010	M06	       32414	
LAUCT366550800000006          	2011	M06	       31255	
LAUCT366550800000006          	2012	M06	       31990	
LAUCT366550800000006          	2013	M06	       31942	
LAUCT366550800000006          	2014	M06	       30675	
LAUCT366550800000006          	2015	M06	       30511	
LAUCT367042000000003          	2010	M06	         7.1	
LAUCT367042000000003          	2011	M06	         7.0	
LAUCT367042000000003          	2012	M06	         7.6	
LAUCT367042000000003          	2013	M06	         6.0	
LAUCT367042000000003          	2014	M06	         4.8	
LAUCT367042000000003          	2015	M06	         4.5	
LAUCT367042000000004          	2010	M06	        1062	
LAUCT367042000000004          	2011	M06	        1041	
LAUCT367042000000004          	2012	M06	        1136	
LAUCT367042000000004          	2013	M06	         905	
LAUCT367042000000004          	2014	M06	         704	
LAUCT367042000000004          	2015	M06	         684	
LAUCT367042000000005          	2010	M06	       13843	
LAUCT367042000000005          	2011	M06	       13732	
LAUCT367042000000005          	2012	M06	       13887	
LAUCT367042000000005          	2013	M06	       14195	
LAUCT367042000000005          	2014	M06	       14084	
LAUCT367042000000005          	2015	M06	       14373	
LAUCT367042000000006          	2010	M06	       14905	
LAUCT367042000000006          	2011	M06	       14773	
LAUCT367042000000006          	2012	M06	       15023	
LAUCT367042000000006          	2013	M06	       15100	
LAUCT367042000000006          	2014	M06	       14788	
LAUCT367042000000006          	2015	M06	       15057	
LAUCT367300000000003          	2010	M06	        10.5	
LAUCT367300000000003          	2011	M06	        10.2	
LAUCT367300000000003          	2012	M06	        11.0	
LAUCT367300000000003          	2013	M06	         9.3	
LAUCT367300000000003          	2014	M06	         7.5	
LAUCT367300000000003          	2015	M06	         6.9	
LAUCT367300000000004          	2010	M06	        6748	
LAUCT367300000000004          	2011	M06	        6396	
LAUCT367300000000004          	2012	M06	        6929	
LAUCT367300000000004          	2013	M06	        5841	
LAUCT367300000000004          	2014	M06	        4500	
LAUCT367300000000004          	2015	M06	        4120	
LAUCT367300000000005          	2010	M06	       57554	
LAUCT367300000000005          	2011	M06	       56137	
LAUCT367300000000005          	2012	M06	       56038	
LAUCT367300000000005          	2013	M06	       56675	
LAUCT367300000000005          	2014	M06	       55456	
LAUCT367300000000005          	2015	M06	       55205	
LAUCT367300000000006          	2010	M06	       64302	
LAUCT367300000000006          	2011	M06	       62533	
LAUCT367300000000006          	2012	M06	       62967	
LAUCT367300000000006          	2013	M06	       62516	
LAUCT367300000000006          	2014	M06	       59956	
LAUCT367300000000006          	2015	M06	       59325	
LAUCT367548400000003          	2010	M06	         9.6	
LAUCT367548400000003          	2011	M06	        10.0	
LAUCT367548400000003          	2012	M06	        10.5	
LAUCT367548400000003          	2013	M06	         8.8	
LAUCT367548400000003          	2014	M06	         6.9	
LAUCT367548400000003          	2015	M06	         6.4	
LAUCT367548400000004          	2010	M06	        2399	
LAUCT367548400000004          	2011	M06	        2413	
LAUCT367548400000004          	2012	M06	        2591	
LAUCT367548400000004          	2013	M06	        2151	
LAUCT367548400000004          	2014	M06	        1627	
LAUCT367548400000004          	2015	M06	        1519	
LAUCT367548400000005          	2010	M06	       22512	
LAUCT367548400000005          	2011	M06	       21716	
LAUCT367548400000005          	2012	M06	       22000	
LAUCT367548400000005          	2013	M06	       22428	
LAUCT367548400000005          	2014	M06	       21976	
LAUCT367548400000005          	2015	M06	       22197	
LAUCT367548400000006          	2010	M06	       24911	
LAUCT367548400000006          	2011	M06	       24129	
LAUCT367548400000006          	2012	M06	       24591	
LAUCT367548400000006          	2013	M06	       24579	
LAUCT367548400000006          	2014	M06	       23603	
LAUCT367548400000006          	2015	M06	       23716	
LAUCT367654000000003          	2010	M06	         9.1	
LAUCT367654000000003          	2011	M06	         9.6	
